Dato + Tid,Volum,Globalstraling,Solskinstid,Lufttemperatur,Hour,isWeekday,Month
2022-01-02 20:00:00,10.0,0.1,0.0,7.0,20,0,1
2022-01-02 21:00:00,9.0,0.2166666666666666,0.0,7.166666666666667,21,0,1
2022-01-02 22:00:00,10.0,0.2833333333333333,0.0,7.216666666666666,22,0,1
2022-01-02 23:00:00,5.0,0.1666666666666666,0.0,7.216666666666666,23,0,1
2022-01-03 00:00:00,2.0,0.1166666666666666,0.0,7.283333333333334,0,1,1
2022-01-03 01:00:00,0.0,0.1333333333333333,0.0,7.1000000000000005,1,1,1
2022-01-03 02:00:00,1.0,0.1,0.0,7.083333333333333,2,1,1
2022-01-03 03:00:00,1.0,0.1,0.0,7.05,3,1,1
2022-01-03 04:00:00,1.0,0.1166666666666666,0.0,7.2,4,1,1
2022-01-03 05:00:00,6.0,0.1166666666666666,0.0,7.033333333333334,5,1,1
2022-01-03 06:00:00,36.0,0.1999999999999999,0.0,7.016666666666667,6,1,1
2022-01-03 07:00:00,98.0,0.25,0.0,6.383333333333333,7,1,1
2022-01-03 08:00:00,184.0,0.3999999999999999,0.0,5.966666666666666,8,1,1
2022-01-03 09:00:00,56.0,2.6333333333333333,0.0,6.283333333333334,9,1,1
2022-01-03 10:00:00,28.0,6.1000000000000005,0.0,3.9,10,1,1
2022-01-03 11:00:00,21.0,11.166666666666666,0.0,2.183333333333333,11,1,1
2022-01-03 12:00:00,18.0,17.916666666666668,0.0,1.7666666666666666,12,1,1
2022-01-03 13:00:00,18.0,12.966666666666669,0.0,2.1,13,1,1
2022-01-03 14:00:00,30.0,3.8,0.0,1.8666666666666665,14,1,1
2022-01-03 15:00:00,114.0,0.0333333333333333,0.0,1.7833333333333332,15,1,1
2022-01-03 16:00:00,146.0,-0.1166666666666666,0.0,1.8333333333333333,16,1,1
2022-01-03 17:00:00,57.0,-0.0166666666666666,0.0,0.75,17,1,1
2022-01-03 18:00:00,35.0,-0.45,0.0,0.8666666666666667,18,1,1
2022-01-03 19:00:00,26.0,-0.3666666666666667,0.0,1.3333333333333333,19,1,1
2022-01-03 20:00:00,19.0,0.0166666666666666,0.0,2.2666666666666666,20,1,1
2022-01-03 21:00:00,18.0,0.1333333333333333,0.0,2.1333333333333333,21,1,1
2022-01-03 22:00:00,14.0,0.5166666666666667,0.0,2.983333333333333,22,1,1
2022-01-03 23:00:00,6.0,-0.0833333333333333,0.0,2.4833333333333334,23,1,1
2022-01-04 00:00:00,3.0,0.15,0.0,2.333333333333333,0,1,1
2022-01-04 01:00:00,3.0,0.0333333333333333,0.0,3.016666666666667,1,1,1
2022-01-04 02:00:00,1.0,0.2666666666666666,0.0,3.54,2,1,1
2022-01-04 03:00:00,2.0,0.3333333333333333,0.0,3.266666666666667,3,1,1
2022-01-04 04:00:00,1.0,0.3666666666666667,0.0,3.5666666666666664,4,1,1
2022-01-04 05:00:00,6.0,0.3833333333333333,0.0,2.983333333333333,5,1,1
2022-01-04 06:00:00,29.0,0.2166666666666666,0.0,2.5500000000000003,6,1,1
2022-01-04 07:00:00,94.0,0.1666666666666666,0.0,2.4,7,1,1
2022-01-04 08:00:00,138.0,0.3,0.0,1.4333333333333331,8,1,1
2022-01-04 09:00:00,45.0,5.733333333333333,0.0,1.6,9,1,1
2022-01-04 10:00:00,29.0,13.65,0.0,2.6333333333333333,10,1,1
2022-01-04 11:00:00,18.0,46.633333333333326,0.0,3.9,11,1,1
2022-01-04 12:00:00,20.0,26.6,0.0,3.75,12,1,1
2022-01-04 13:00:00,31.0,11.7,0.0,3.283333333333333,13,1,1
2022-01-04 14:00:00,43.0,1.2666666666666666,0.0,2.9166666666666665,14,1,1
2022-01-04 15:00:00,134.0,0.3666666666666667,0.0,2.6333333333333333,15,1,1
2022-01-04 16:00:00,206.0,0.1833333333333333,0.0,3.1,16,1,1
2022-01-04 17:00:00,58.0,-0.04,0.0,2.4333333333333336,17,1,1
2022-01-04 18:00:00,41.0,-0.0999999999999999,0.0,2.0,18,1,1
2022-01-04 19:00:00,25.0,-0.0333333333333333,0.0,1.9166666666666667,19,1,1
2022-01-04 20:00:00,18.0,0.0333333333333333,0.0,2.1,20,1,1
2022-01-04 21:00:00,18.0,-0.2333333333333333,0.0,2.0166666666666666,21,1,1
2022-01-04 22:00:00,12.0,-0.9,0.0,1.9,22,1,1
2022-01-04 23:00:00,5.0,-0.0333333333333333,0.0,2.433333333333333,23,1,1
2022-01-05 00:00:00,3.0,-0.7999999999999999,0.0,2.6666666666666665,0,1,1
2022-01-05 01:00:00,1.0,-0.5833333333333334,0.0,2.5166666666666666,1,1,1
2022-01-05 02:00:00,1.0,-0.4166666666666667,0.0,2.433333333333333,2,1,1
2022-01-05 03:00:00,1.0,0.2333333333333333,0.0,2.4,3,1,1
2022-01-05 04:00:00,1.0,-0.1,0.0,2.5166666666666666,4,1,1
2022-01-05 05:00:00,6.0,0.0999999999999999,0.0,2.733333333333333,5,1,1
2022-01-05 06:00:00,25.0,-0.14,0.0,2.566666666666667,6,1,1
2022-01-05 07:00:00,87.0,-0.3666666666666667,0.0,2.6,7,1,1
2022-01-05 08:00:00,170.0,1.55,0.0,2.733333333333333,8,1,1
2022-01-05 09:00:00,45.0,16.366666666666664,4.3,2.783333333333333,9,1,1
2022-01-05 10:00:00,29.0,26.21666666666667,0.0,2.7,10,1,1
2022-01-05 11:00:00,23.0,45.41666666666666,15.7,2.833333333333333,11,1,1
2022-01-05 12:00:00,18.0,40.45,0.0,3.033333333333333,12,1,1
2022-01-05 13:00:00,16.0,22.46666666666667,0.0,2.966666666666667,13,1,1
2022-01-05 14:00:00,42.0,11.55,0.0,2.8666666666666667,14,1,1
2022-01-05 15:00:00,80.0,0.25,0.0,2.8833333333333333,15,1,1
2022-01-05 16:00:00,132.0,-0.95,0.0,2.8000000000000003,16,1,1
2022-01-05 17:00:00,58.0,-1.7,0.0,2.3666666666666667,17,1,1
2022-01-05 18:00:00,34.0,-1.8666666666666665,0.0,1.7666666666666666,18,1,1
2022-01-05 19:00:00,25.0,-0.8166666666666665,0.0,2.083333333333333,19,1,1
2022-01-05 20:00:00,17.0,-1.2166666666666668,0.0,1.7666666666666666,20,1,1
2022-01-05 21:00:00,18.0,-1.3166666666666669,0.0,1.3999999999999997,21,1,1
2022-01-05 22:00:00,10.0,-1.9,0.0,0.9,22,1,1
2022-01-05 23:00:00,5.0,-1.05,0.0,0.8500000000000001,23,1,1
2022-01-06 00:00:00,1.0,-2.25,0.0,-0.1666666666666666,0,1,1
2022-01-06 01:00:00,0.0,-1.4833333333333334,0.0,-0.7166666666666667,1,1,1
2022-01-06 02:00:00,0.0,-1.2833333333333334,0.0,-0.4333333333333333,2,1,1
2022-01-06 03:00:00,0.0,-1.4,0.0,-0.9666666666666668,3,1,1
2022-01-06 04:00:00,1.0,-1.1833333333333331,0.0,-1.4166666666666667,4,1,1
2022-01-06 05:00:00,5.0,-0.9666666666666668,0.0,-1.7166666666666668,5,1,1
2022-01-06 06:00:00,24.0,-1.3166666666666669,0.0,-1.6166666666666665,6,1,1
2022-01-06 07:00:00,87.0,-1.2,0.0,-1.4333333333333331,7,1,1
2022-01-06 08:00:00,132.0,2.6333333333333333,0.0,-1.4166666666666667,8,1,1
2022-01-06 09:00:00,35.0,34.45,0.0,-0.5333333333333333,9,1,1
2022-01-06 10:00:00,17.0,91.56666666666666,52.3,-0.0166666666666666,10,1,1
2022-01-06 11:00:00,16.0,113.78333333333336,58.3,0.65,11,1,1
2022-01-06 12:00:00,20.0,35.1,0.0,0.95,12,1,1
2022-01-06 13:00:00,21.0,26.266666666666666,0.0,1.0166666666666666,13,1,1
2022-01-06 14:00:00,39.0,9.366666666666667,0.0,1.25,14,1,1
2022-01-06 15:00:00,92.0,0.4499999999999999,0.0,1.35,15,1,1
2022-01-06 16:00:00,146.0,-0.05,0.0,1.8166666666666669,16,1,1
2022-01-06 17:00:00,51.0,9.251858538542969e-18,0.0,2.183333333333333,17,1,1
2022-01-06 18:00:00,41.0,-0.0166666666666666,0.0,2.65,18,1,1
2022-01-06 19:00:00,25.0,-0.1333333333333333,0.0,2.8166666666666664,19,1,1
2022-01-06 20:00:00,21.0,-0.15,0.0,3.016666666666667,20,1,1
2022-01-06 21:00:00,14.0,-0.2,0.0,3.1333333333333333,21,1,1
2022-01-06 22:00:00,6.0,-0.5166666666666667,0.0,2.283333333333333,22,1,1
2022-01-06 23:00:00,6.0,-0.2666666666666666,0.0,2.5500000000000003,23,1,1
2022-01-07 00:00:00,2.0,-0.35,0.0,3.033333333333333,0,1,1
2022-01-07 01:00:00,1.0,-0.3499999999999999,0.0,3.3666666666666667,1,1,1
2022-01-07 02:00:00,1.0,-0.3833333333333333,0.0,3.1666666666666665,2,1,1
2022-01-07 03:00:00,1.0,0.05,0.0,3.966666666666667,3,1,1
2022-01-07 04:00:00,2.0,-0.5333333333333333,0.0,3.6166666666666663,4,1,1
2022-01-07 05:00:00,5.0,0.05,0.0,4.216666666666667,5,1,1
2022-01-07 06:00:00,24.0,-0.05,0.0,4.8500000000000005,6,1,1
2022-01-07 07:00:00,94.0,0.0,0.0,5.0,7,1,1
2022-01-07 08:00:00,180.0,0.6666666666666666,0.0,3.283333333333333,8,1,1
2022-01-07 09:00:00,46.0,8.833333333333334,0.0,3.766666666666667,9,1,1
2022-01-07 10:00:00,22.0,34.28333333333333,0.0,4.183333333333334,10,1,1
2022-01-07 11:00:00,18.0,45.35,3.0,4.6000000000000005,11,1,1
2022-01-07 12:00:00,24.0,48.38333333333333,0.0,4.55,12,1,1
2022-01-07 13:00:00,28.0,27.9,0.0,4.616666666666666,13,1,1
2022-01-07 14:00:00,43.0,9.766666666666667,0.0,4.666666666666667,14,1,1
2022-01-07 15:00:00,105.0,0.3499999999999999,0.0,4.7,15,1,1
2022-01-07 16:00:00,106.0,-0.9,0.0,4.616666666666666,16,1,1
2022-01-07 17:00:00,65.0,-0.1833333333333333,0.0,4.833333333333333,17,1,1
2022-01-07 18:00:00,48.0,-0.1666666666666666,0.0,5.2,18,1,1
2022-01-07 19:00:00,31.0,-0.0333333333333333,0.0,5.283333333333334,19,1,1
2022-01-07 20:00:00,26.0,-0.25,0.0,5.25,20,1,1
2022-01-07 21:00:00,21.0,-0.1,0.0,5.2,21,1,1
2022-01-07 22:00:00,17.0,-0.7000000000000001,0.0,4.55,22,1,1
2022-01-07 23:00:00,8.0,-1.1,0.0,3.9166666666666665,23,1,1
2022-01-08 00:00:00,3.0,-0.0833333333333333,0.0,3.766666666666667,0,0,1
2022-01-08 01:00:00,2.0,-0.5499999999999999,0.0,3.4166666666666665,1,0,1
2022-01-08 02:00:00,3.0,-0.1833333333333333,0.0,3.5,2,0,1
2022-01-08 03:00:00,1.0,-0.35,0.0,3.466666666666667,3,0,1
2022-01-08 04:00:00,1.0,-0.3999999999999999,0.0,3.333333333333333,4,0,1
2022-01-08 05:00:00,1.0,-0.2666666666666666,0.0,3.233333333333333,5,0,1
2022-01-08 06:00:00,2.0,-0.75,0.0,1.7833333333333332,6,0,1
2022-01-08 07:00:00,4.0,-0.2666666666666666,0.0,1.3333333333333333,7,0,1
2022-01-08 08:00:00,3.0,1.1333333333333335,0.0,1.6000000000000003,8,0,1
2022-01-08 09:00:00,8.0,12.4,0.0,2.3000000000000003,9,0,1
2022-01-08 10:00:00,6.0,35.550000000000004,0.0,2.583333333333333,10,0,1
2022-01-08 11:00:00,13.0,40.55,0.0,2.766666666666667,11,0,1
2022-01-08 12:00:00,14.0,21.75,0.0,2.35,12,0,1
2022-01-08 13:00:00,11.0,12.383333333333333,0.0,2.183333333333333,13,0,1
2022-01-08 14:00:00,18.0,8.933333333333334,0.0,2.6166666666666667,14,0,1
2022-01-08 15:00:00,21.0,0.2666666666666666,0.0,2.8000000000000003,15,0,1
2022-01-08 16:00:00,16.0,-0.6666666666666666,0.0,2.833333333333333,16,0,1
2022-01-08 17:00:00,13.0,-0.3,0.0,2.983333333333333,17,0,1
2022-01-08 18:00:00,14.0,-0.0833333333333333,0.0,3.883333333333333,18,0,1
2022-01-08 19:00:00,14.0,-0.4666666666666666,0.0,4.15,19,0,1
2022-01-08 20:00:00,12.0,0.4333333333333333,0.0,3.9,20,0,1
2022-01-08 21:00:00,10.0,0.3166666666666666,0.0,3.733333333333333,21,0,1
2022-01-08 22:00:00,7.0,-0.3999999999999999,0.0,3.483333333333333,22,0,1
2022-01-08 23:00:00,4.0,-0.3166666666666666,0.0,3.633333333333333,23,0,1
2022-01-09 00:00:00,3.0,-0.1333333333333333,0.0,3.6166666666666663,0,0,1
2022-01-09 01:00:00,2.0,-0.15,0.0,3.483333333333333,1,0,1
2022-01-09 02:00:00,3.0,-0.2666666666666666,0.0,3.333333333333333,2,0,1
2022-01-09 03:00:00,2.0,-1.0166666666666666,0.0,3.083333333333333,3,0,1
2022-01-09 04:00:00,1.0,-0.4666666666666667,0.0,3.483333333333333,4,0,1
2022-01-09 05:00:00,1.0,-0.5,0.0,3.883333333333333,5,0,1
2022-01-09 06:00:00,1.0,-1.3,0.0,3.12,6,0,1
2022-01-09 07:00:00,5.0,-1.55,0.0,2.3000000000000003,7,0,1
2022-01-09 08:00:00,2.0,0.0,0.0,1.9833333333333332,8,0,1
2022-01-09 09:00:00,4.0,14.566666666666665,0.0,1.25,9,0,1
2022-01-09 10:00:00,5.0,37.333333333333336,0.0,1.4666666666666668,10,0,1
2022-01-09 11:00:00,7.0,42.9,0.0,1.7666666666666666,11,0,1
2022-01-09 12:00:00,15.0,42.78333333333333,0.0,2.4166666666666665,12,0,1
2022-01-09 13:00:00,13.0,30.133333333333336,0.0,3.6833333333333336,13,0,1
2022-01-09 14:00:00,25.0,9.8,0.0,4.016666666666667,14,0,1
2022-01-09 15:00:00,20.0,0.0333333333333333,0.0,4.133333333333334,15,0,1
2022-01-09 16:00:00,26.0,-0.5833333333333334,0.0,4.016666666666667,16,0,1
2022-01-09 17:00:00,21.0,-0.5499999999999999,0.0,4.166666666666667,17,0,1
2022-01-09 18:00:00,14.0,-1.1666666666666667,0.0,3.766666666666666,18,0,1
2022-01-09 19:00:00,13.0,-0.8166666666666668,0.0,4.05,19,0,1
2022-01-09 20:00:00,9.0,-0.8333333333333334,0.0,3.716666666666667,20,0,1
2022-01-09 21:00:00,10.0,-0.5333333333333333,0.0,3.6166666666666663,21,0,1
2022-01-09 22:00:00,6.0,-1.6333333333333335,0.0,2.733333333333333,22,0,1
2022-01-09 23:00:00,9.0,-0.65,0.0,2.583333333333333,23,0,1
2022-01-10 00:00:00,3.0,-0.4333333333333333,0.0,2.716666666666667,0,1,1
2022-01-10 01:00:00,1.0,-0.4166666666666667,0.0,2.333333333333333,1,1,1
2022-01-10 02:00:00,1.0,-0.3,0.0,2.3666666666666667,2,1,1
2022-01-10 03:00:00,0.0,-0.5166666666666667,0.0,2.18,3,1,1
2022-01-10 04:00:00,2.0,-1.5833333333333333,0.0,1.7833333333333332,4,1,1
2022-01-10 05:00:00,5.0,-1.0833333333333333,0.0,1.4166666666666667,5,1,1
2022-01-10 06:00:00,32.0,0.35,0.0,1.6666666666666667,6,1,1
2022-01-10 07:00:00,129.0,0.2166666666666666,0.0,1.9166666666666667,7,1,1
2022-01-10 08:00:00,127.0,2.183333333333333,0.0,2.5500000000000003,8,1,1
2022-01-10 09:00:00,55.0,17.683333333333334,0.0,3.266666666666667,9,1,1
2022-01-10 10:00:00,23.0,62.45,27.7,4.883333333333334,10,1,1
2022-01-10 11:00:00,18.0,94.18333333333334,60.0,5.366666666666667,11,1,1
2022-01-10 12:00:00,26.0,55.45,15.7,5.633333333333333,12,1,1
2022-01-10 13:00:00,32.0,29.24,0.0,5.45,13,1,1
2022-01-10 14:00:00,45.0,10.533333333333331,0.0,4.966666666666667,14,1,1
2022-01-10 15:00:00,116.0,0.6333333333333333,0.0,5.14,15,1,1
2022-01-10 16:00:00,183.0,-0.2333333333333333,0.0,5.7,16,1,1
2022-01-10 17:00:00,88.0,-0.4166666666666667,0.0,5.7,17,1,1
2022-01-10 18:00:00,55.0,-0.4166666666666667,0.0,5.599999999999999,18,1,1
2022-01-10 19:00:00,41.0,-0.35,0.0,5.599999999999999,19,1,1
2022-01-10 20:00:00,23.0,-0.4333333333333333,0.0,5.616666666666666,20,1,1
2022-01-10 21:00:00,21.0,-0.4166666666666667,0.0,5.733333333333333,21,1,1
2022-01-10 22:00:00,18.0,-0.1166666666666666,0.0,4.766666666666667,22,1,1
2022-01-10 23:00:00,8.0,0.1,0.0,5.2,23,1,1
2022-01-11 00:00:00,3.0,-0.0666666666666666,0.0,5.416666666666667,0,1,1
2022-01-11 01:00:00,1.0,-0.1833333333333333,0.0,5.016666666666667,1,1,1
2022-01-11 02:00:00,1.0,0.35,0.0,5.116666666666667,2,1,1
2022-01-11 03:00:00,1.0,0.5166666666666667,0.0,4.95,3,1,1
2022-01-11 04:00:00,1.0,0.4333333333333333,0.0,4.783333333333333,4,1,1
2022-01-11 05:00:00,8.0,0.4666666666666666,0.0,4.816666666666666,5,1,1
2022-01-11 06:00:00,24.0,0.3,0.0,4.816666666666667,6,1,1
2022-01-11 07:00:00,96.0,0.1999999999999999,0.0,4.8500000000000005,7,1,1
2022-01-11 08:00:00,123.0,0.9333333333333332,0.0,4.8,8,1,1
2022-01-11 09:00:00,39.0,9.733333333333333,0.0,4.8,9,1,1
2022-01-11 10:00:00,29.0,48.21666666666667,1.0,5.466666666666666,10,1,1
2022-01-11 11:00:00,21.0,44.93333333333334,0.7,5.55,11,1,1
2022-01-11 12:00:00,25.0,59.51666666666667,5.7,5.716666666666666,12,1,1
2022-01-11 13:00:00,23.0,42.35,0.0,6.083333333333333,13,1,1
2022-01-11 14:00:00,38.0,18.383333333333333,0.0,6.016666666666667,14,1,1
2022-01-11 15:00:00,149.0,1.4333333333333331,0.0,5.8500000000000005,15,1,1
2022-01-11 16:00:00,185.0,0.6166666666666667,0.0,5.8500000000000005,16,1,1
2022-01-11 17:00:00,88.0,0.0666666666666666,0.0,5.633333333333333,17,1,1
2022-01-11 18:00:00,55.0,-0.1999999999999999,0.0,5.599999999999999,18,1,1
2022-01-11 19:00:00,41.0,0.1999999999999999,0.0,5.583333333333333,19,1,1
2022-01-11 20:00:00,23.0,-0.3,0.0,5.616666666666666,20,1,1
2022-01-11 21:00:00,19.0,0.26,0.0,5.720000000000001,21,1,1
2022-01-11 22:00:00,10.0,0.4,0.0,5.8,22,1,1
2022-01-11 23:00:00,5.0,0.2833333333333333,0.0,6.033333333333334,23,1,1
2022-01-12 00:00:00,3.0,0.5666666666666667,0.0,6.483333333333333,0,1,1
2022-01-12 01:00:00,1.0,0.6166666666666666,0.0,6.6000000000000005,1,1,1
2022-01-12 02:00:00,1.0,0.5499999999999999,0.0,6.65,2,1,1
2022-01-12 03:00:00,1.0,0.2666666666666666,0.0,6.6000000000000005,3,1,1
2022-01-12 04:00:00,3.0,0.2833333333333333,0.0,6.533333333333334,4,1,1
2022-01-12 05:00:00,7.0,0.2166666666666666,0.0,6.516666666666667,5,1,1
2022-01-12 06:00:00,38.0,0.1166666666666666,0.0,6.5,6,1,1
2022-01-12 07:00:00,169.0,0.0666666666666666,0.0,6.683333333333334,7,1,1
2022-01-12 08:00:00,170.0,0.4333333333333333,0.0,7.616666666666667,8,1,1
2022-01-12 09:00:00,48.0,2.783333333333333,0.0,8.216666666666667,9,1,1
2022-01-12 10:00:00,30.0,6.1000000000000005,0.0,8.483333333333333,10,1,1
2022-01-12 11:00:00,26.0,11.933333333333332,0.0,8.583333333333334,11,1,1
2022-01-12 12:00:00,26.0,7.866666666666667,0.0,8.450000000000001,12,1,1
2022-01-12 13:00:00,32.0,6.266666666666667,0.0,8.383333333333335,13,1,1
2022-01-12 14:00:00,50.0,1.9333333333333331,0.0,8.3,14,1,1
2022-01-12 15:00:00,143.0,0.2666666666666666,0.0,8.3,15,1,1
2022-01-12 16:00:00,176.0,0.1166666666666666,0.0,8.466666666666667,16,1,1
2022-01-12 17:00:00,89.0,-0.05,0.0,8.333333333333334,17,1,1
2022-01-12 18:00:00,48.0,-0.0666666666666666,0.0,8.1,18,1,1
2022-01-12 19:00:00,29.0,-0.05,0.0,7.966666666666666,19,1,1
2022-01-12 20:00:00,25.0,0.0,0.0,7.900000000000001,20,1,1
2022-01-12 21:00:00,19.0,-0.0666666666666666,0.0,7.900000000000001,21,1,1
2022-01-12 22:00:00,9.0,-0.05,0.0,7.900000000000001,22,1,1
2022-01-12 23:00:00,7.0,-0.0666666666666666,0.0,7.866666666666667,23,1,1
2022-01-13 00:00:00,3.0,-0.05,0.0,7.85,0,1,1
2022-01-13 01:00:00,2.0,-0.0833333333333333,0.0,7.766666666666667,1,1,1
2022-01-13 02:00:00,1.0,-0.0333333333333333,0.0,7.85,2,1,1
2022-01-13 03:00:00,0.0,-0.0333333333333333,0.0,7.866666666666667,3,1,1
2022-01-13 04:00:00,2.0,-0.0166666666666666,0.0,7.783333333333334,4,1,1
2022-01-13 05:00:00,6.0,0.0,0.0,7.866666666666667,5,1,1
2022-01-13 06:00:00,30.0,0.0,0.0,7.85,6,1,1
2022-01-13 07:00:00,133.0,0.0,0.0,7.75,7,1,1
2022-01-13 08:00:00,170.0,0.6,0.0,7.616666666666666,8,1,1
2022-01-13 09:00:00,56.0,14.066666666666668,0.0,7.616666666666666,9,1,1
2022-01-13 10:00:00,23.0,20.716666666666665,0.0,7.616666666666666,10,1,1
2022-01-13 11:00:00,26.0,18.65,0.0,7.833333333333333,11,1,1
2022-01-13 12:00:00,25.0,13.816666666666668,0.0,8.049999999999999,12,1,1
2022-01-13 13:00:00,32.0,9.783333333333331,0.0,8.183333333333332,13,1,1
2022-01-13 14:00:00,50.0,3.266666666666667,0.0,8.183333333333332,14,1,1
2022-01-13 15:00:00,143.0,0.3666666666666667,0.0,8.3,15,1,1
2022-01-13 16:00:00,176.0,0.4833333333333333,0.0,8.5,16,1,1
2022-01-13 17:00:00,89.0,0.7999999999999999,0.0,8.983333333333333,17,1,1
2022-01-13 18:00:00,47.0,0.4333333333333333,0.0,9.066666666666666,18,1,1
2022-01-13 19:00:00,28.0,0.6,0.0,9.316666666666668,19,1,1
2022-01-13 20:00:00,26.0,0.5499999999999999,0.0,9.166666666666666,20,1,1
2022-01-13 21:00:00,22.0,0.5166666666666667,0.0,8.016666666666667,21,1,1
2022-01-13 22:00:00,14.0,0.4166666666666667,0.0,6.65,22,1,1
2022-01-13 23:00:00,7.0,0.9833333333333334,0.0,6.183333333333334,23,1,1
2022-01-14 00:00:00,3.0,1.75,0.0,5.733333333333333,0,1,1
2022-01-14 01:00:00,1.0,1.1166666666666665,0.0,5.6000000000000005,1,1,1
2022-01-14 02:00:00,1.0,1.7166666666666668,0.0,5.8,2,1,1
2022-01-14 03:00:00,1.0,1.1333333333333335,0.0,5.783333333333334,3,1,1
2022-01-14 04:00:00,1.0,0.9833333333333334,0.0,5.716666666666666,4,1,1
2022-01-14 05:00:00,6.0,0.6666666666666666,0.0,5.766666666666667,5,1,1
2022-01-14 06:00:00,30.0,-0.1833333333333333,0.0,5.133333333333334,6,1,1
2022-01-14 07:00:00,92.0,-0.25,0.0,4.75,7,1,1
2022-01-14 08:00:00,112.0,1.25,0.0,4.5,8,1,1
2022-01-14 09:00:00,38.0,20.95,0.0,4.366666666666666,9,1,1
2022-01-14 10:00:00,22.0,70.36666666666666,14.3,4.266666666666667,10,1,1
2022-01-14 11:00:00,21.0,42.28333333333334,0.0,4.516666666666667,11,1,1
2022-01-14 12:00:00,24.0,26.53333333333333,0.0,4.566666666666666,12,1,1
2022-01-14 13:00:00,28.0,33.166666666666664,0.0,4.633333333333333,13,1,1
2022-01-14 14:00:00,45.0,14.716666666666669,0.0,4.483333333333333,14,1,1
2022-01-14 15:00:00,124.0,1.5833333333333333,0.0,4.016666666666667,15,1,1
2022-01-14 16:00:00,141.0,-1.1666666666666667,0.0,3.716666666666667,16,1,1
2022-01-14 17:00:00,53.0,-0.5833333333333334,0.0,3.783333333333333,17,1,1
2022-01-14 18:00:00,41.0,-2.283333333333333,0.0,2.7,18,1,1
